City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
585,Barra Patuca,HN,15.8,-84.2833,79.83,80,35,16.73,scattered clouds
586,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,73.99,93,47,3.29,scattered clouds
587,Urumqi,CN,43.801,87.6005,66.2,12,0,8.95,clear sky
588,Buckeye,US,33.3703,-112.5838,77.0,14,0,4.61,haze
589,Stryn,NO,61.9045,6.7226,25.0,86,9,5.91,clear sky
590,Manado,ID,1.487,124.8455,89.6,58,20,9.22,few clouds
591,Bulawayo,ZW,-20.15,28.5833,56.34,88,97,16.33,overcast clouds
592,Usinsk,RU,65.9939,57.5281,26.71,82,100,23.73,overcast clouds
593,Christchurch,NZ,-43.5333,172.6333,57.99,62,20,9.22,few clouds
594,Sintea Mare,RO,46.5167,21.6,35.01,93,40,3.44,scattered clouds
595,Kununurra,AU,-15.7667,128.7333,89.6,29,40,14.97,scattered clouds
596,Winsum,NL,53.33,6.5208,37.99,90,14,10.65,few clouds
597,Labuhan,ID,-6.8844,112.2051,83.48,72,26,3.62,scattered clouds
598,Swabi,PK,34.1199,72.4699,60.49,89,100,5.53,overcast clouds
599,Babocsa,HU,46.0416,17.3433,36.03,80,97,4.61,overcast clouds
600,Mitu,CO,1.1983,-70.1733,72.88,97,100,3.38,overcast clouds
601,Maceio,BR,-9.6658,-35.7353,75.2,94,75,3.44,broken clouds
602,Dicabisagan,PH,17.0818,122.4157,84.11,60,100,7.34,overcast clouds
603,Rocha,UY,-34.4833,-54.3333,61.34,94,0,2.15,clear sky
604,Deputatskiy,RU,69.3,139.9,8.11,84,98,4.54,overcast clouds
605,Ponca City,US,36.707,-97.0856,45.0,81,90,11.5,overcast clouds
606,Kinna,SE,57.5073,12.6946,46.0,56,0,11.5,clear sky
607,Nouakchott,MR,18.0858,-15.9785,71.6,64,0,14.97,clear sky
608,Moyale,KE,3.5167,39.0584,66.81,81,10,1.86,clear sky
609,Arman,RU,59.7,150.1667,24.66,80,100,3.65,overcast clouds
610,Vardo,NO,70.3705,31.1107,40.08,76,100,30.71,overcast clouds
611,Aasiaat,GL,68.7098,-52.8699,4.71,83,100,10.18,overcast clouds
612,Vanimo,PG,-2.6741,141.3028,75.72,93,100,4.88,heavy intensity rain
613,Arawa,PG,-6.2132,155.5367,82.6,80,100,5.21,light rain
614,Pekan,MY,3.4836,103.3996,86.0,74,20,3.44,few clouds
615,San Carlos De Bariloche,AR,-41.1456,-71.3082,54.0,53,40,4.61,scattered clouds
616,Thinadhoo,MV,0.5333,72.9333,81.61,66,78,4.61,broken clouds
617,Koboko,UG,3.4136,30.9599,64.8,84,43,4.97,scattered clouds
618,Maraa,BR,-1.8333,-65.3667,73.69,98,100,4.16,overcast clouds
619,Gornopravdinsk,RU,60.05,69.9,30.79,53,100,9.42,overcast clouds
620,Colon,PA,9.3592,-79.9014,77.0,92,100,3.0,overcast clouds
621,Andenes,NO,69.3143,16.1194,35.6,87,11,10.36,few clouds
622,Sergeyevka,KZ,53.88,67.4158,36.9,85,45,7.96,scattered clouds
623,Miami Shores,US,25.8632,-80.1928,79.0,61,1,8.05,clear sky
624,Egvekinot,RU,66.3167,-179.1667,29.89,98,100,12.93,overcast clouds
625,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,65.37,93,0,4.88,clear sky
626,Boa Vista,BR,2.8197,-60.6733,78.8,89,75,2.3,broken clouds
627,Bara,NG,10.3744,10.7288,79.5,45,97,3.22,overcast clouds
628,Kajaani,FI,64.2273,27.7285,24.8,86,0,1.14,clear sky
629,Wamba,NG,8.9333,8.6,78.8,73,100,3.62,overcast clouds
630,Vestmanna,FO,62.1564,-7.1664,46.4,100,75,11.5,mist
631,Trelew,AR,-43.249,-65.3051,61.65,41,2,6.22,clear sky
632,Belyy Gorodok,RU,56.965,37.5125,42.46,85,97,9.19,overcast clouds
633,Dobroye,RU,52.8678,39.8109,45.0,75,89,5.82,overcast clouds
634,Beloha,MG,-25.1667,45.05,63.55,66,64,12.62,light rain
635,Ulaanbaatar,MN,47.9077,106.8832,37.4,41,0,2.24,clear sky
636,Saint-Joseph,RE,-21.3667,55.6167,77.0,83,0,4.61,clear sky
637,Banjar,ID,-8.19,114.9675,86.0,74,20,8.05,few clouds
638,Kamaishi,JP,39.2667,141.8833,53.6,94,75,16.11,broken clouds
639,Kankaanpaa,FI,61.8,22.4167,33.01,64,0,2.3,clear sky
640,Gawler,AU,-34.6,138.7333,64.99,50,23,5.01,few clouds
641,Hambantota,LK,6.1241,81.1185,77.0,100,75,3.44,broken clouds
642,Quimper,FR,48.0,-4.1,37.4,87,0,4.61,clear sky
643,Portland,US,45.5234,-122.6762,75.99,16,1,13.8,clear sky
644,Botou,CN,38.0667,116.5667,59.32,12,0,16.78,clear sky
645,Jiayuguan,CN,39.8167,98.3,49.55,13,49,3.6,scattered clouds
646,Haines Junction,CA,60.7522,-137.5108,48.2,40,99,2.3,overcast clouds
647,Sherghati,IN,24.5667,84.7833,82.4,65,20,8.66,haze
648,Soe,ID,-9.8607,124.284,77.86,58,8,6.44,clear sky
649,Qasigiannguit,GL,68.8193,-51.1922,5.0,78,90,11.5,overcast clouds
650,Muisne,EC,0.6,-80.0333,75.7,83,100,3.13,overcast clouds
651,Yarada,IN,17.65,83.2667,82.81,68,1,5.91,clear sky
652,Mitsamiouli,KM,-11.3847,43.2844,80.62,78,76,7.11,light rain
653,Bessonovka,RU,53.3097,45.0407,52.0,34,68,5.61,broken clouds
654,Mildura,AU,-34.2,142.15,62.01,41,1,9.22,clear sky
655,Namyslow,PL,51.0759,17.7228,42.01,84,100,10.18,overcast clouds
656,Mineral Wells,US,32.8085,-98.1128,55.99,76,1,17.27,clear sky
657,Inhambane,MZ,-23.865,35.3833,69.35,63,94,16.98,light rain
658,Port Hedland,AU,-20.3167,118.5667,91.4,27,0,21.85,clear sky
659,Chabua,IN,27.4825,95.1736,71.6,83,75,8.05,mist
660,Rudnya,RU,54.947,31.0934,46.96,96,100,9.64,overcast clouds
661,Saint-Augustin,CA,51.226,-58.6502,30.7,79,34,11.05,scattered clouds
662,Mezen,RU,65.8522,44.24,33.24,91,100,10.29,overcast clouds
663,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.61,80,23,8.19,few clouds
664,Sterling,US,39.0062,-77.4286,50.0,50,20,6.91,few clouds
665,Taoudenni,ML,22.6783,-3.9836,78.62,17,85,10.2,overcast clouds
666,Khash,IR,28.2211,61.2158,63.41,28,0,1.97,clear sky
667,Ismailia,EG,30.6043,32.2723,63.9,50,3,8.5,clear sky
668,Sumbe,AO,-11.2061,13.8437,79.11,83,56,4.72,broken clouds
669,Tanakpur,IN,29.0833,80.1167,82.72,27,100,8.34,overcast clouds
670,Lata,PT,40.1629,-8.3327,57.0,84,17,4.63,few clouds
671,Kerrobert,CA,51.9168,-109.1348,53.6,24,1,5.75,clear sky
672,Viedma,AR,-40.8135,-62.9967,60.53,56,54,8.08,broken clouds
673,Boguchany,RU,58.3814,97.4531,18.88,61,8,10.36,clear sky
674,Kahului,US,20.8947,-156.47,78.8,61,40,9.22,scattered clouds
675,Whitianga,NZ,-36.8333,175.7,66.99,62,0,10.0,clear sky
676,Tiarei,PF,-17.5333,-149.3333,86.0,66,20,12.66,light rain
677,Olga,RU,43.7444,135.2892,52.14,58,17,3.53,few clouds
678,Hailar,CN,49.2,119.7,31.66,79,1,9.26,clear sky
679,Mehamn,NO,71.0357,27.8492,39.04,92,100,34.14,overcast clouds
680,Usogorsk,RU,63.4106,48.6872,32.74,90,90,7.18,overcast clouds
681,Lakhipur,IN,26.0299,90.3041,80.55,50,3,7.2,clear sky
682,Moron,AR,-34.6534,-58.6198,69.01,78,24,3.15,few clouds
683,Cotonou,BJ,6.3654,2.4183,82.4,78,20,6.91,few clouds
684,Revelstoke,CA,50.9832,-118.2023,60.8,39,1,4.61,clear sky
685,Bougouni,ML,11.417,-7.479,84.79,44,100,6.35,overcast clouds
686,Rio Cuarto,AR,-33.1307,-64.3499,66.99,90,2,4.0,clear sky
687,Aviles,ES,43.5547,-5.9248,42.8,61,0,5.75,clear sky
688,Bonga,ET,7.2833,36.2333,60.49,82,88,2.62,overcast clouds
689,Matara,LK,5.9485,80.5353,79.45,83,89,3.44,overcast clouds
690,Basco,PH,20.4487,121.9702,79.48,70,36,9.73,scattered clouds
691,Caxito,AO,-8.5785,13.6643,77.0,83,75,2.3,broken clouds
692,Sosnovka,RU,56.255,51.2842,34.56,74,0,5.28,clear sky
693,Urengoy,RU,65.9667,78.3667,13.12,94,100,11.34,light snow
